,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19
ANTIFRAGILE.mp3,-49.02482,62.95268,1.9104941,6.553566,6.0007896,-0.8647839,7.746134,-1.8891999,-4.5133057,0.39621773,-4.7492266,1.1383567,-3.1165462,0.98999363,-2.6990898,2.7526803,-1.33909,-1.2663119,2.633505,8.315618
Anyone.mp3,-263.8033,105.18513,56.079636,30.795647,12.5581,-6.3317327,-9.052214,-10.336832,-5.489665,-6.3428392,-19.526634,-13.311467,-13.093282,-6.6278706,-5.370995,-6.338726,-9.280144,-1.468395,-8.237013,-4.772532
AOK.mp3,-226.53337,79.074036,-20.880037,16.984697,-6.7259183,-13.533376,-8.420565,-8.19779,-12.997014,-4.033773,-4.6879525,-9.184521,-3.805274,-11.824994,-9.545207,-7.077584,-12.880609,-5.4038925,-5.9747806,-6.986262
Apa Fer Milaange.mp3,-173.53973,115.218445,-11.959999,11.492063,1.1057655,-19.566542,-24.898535,-16.908863,-17.472523,-14.358063,-14.091561,-9.500381,-11.179507,-4.6560674,-6.390395,6.688186,-1.6133587,2.0058854,3.4457238,-0.083041444
Apaga El Cel.mp3,-66.94769,103.89275,-6.743522,13.825255,5.5877566,4.7114553,2.738234,5.6810813,2.5213876,4.901623,-0.2009232,4.4287467,-0.43717495,0.7138646,-4.1452317,1.2316707,-1.3533815,2.697602,-0.644695,2.9594126
Apocalypse.mp3,-220.37048,126.477264,-1.7566416,19.266178,30.682133,5.472495,-0.4952591,8.194163,-16.47593,-9.042754,-8.098485,-5.1648307,-7.5289173,6.6004105,-5.7090745,-2.8653488,-4.3323026,-5.7038655,-5.9545174,2.04392
April Rain in August Weather.mp3,-133.2744,119.63207,2.564838,32.676353,7.9008946,8.237612,9.468617,7.3972325,-4.656631,-0.9977236,-1.5727184,-1.112375,-8.347243,0.15283808,-4.5815687,1.7399757,-4.2082973,-0.5091806,-1.5973737,0.26540622
Aquel Nap ZzZz.mp3,-171.95137,105.25532,29.399326,13.659573,-1.5935361,-12.510895,-8.57891,-16.08369,-10.655975,-3.506325,-14.156971,-10.282997,-16.392878,-5.117713,-10.99591,-5.2405577,-4.6823354,-8.800355,-10.177616,0.1463043
Arcade.mp3,-371.7186,146.26001,30.682228,7.945506,-6.381779,-0.37727815,-7.8445797,-11.025867,-9.415187,-8.442059,-13.421017,-6.751161,-14.187968,-8.241183,-7.5590577,-7.2904243,-8.228521,-6.8717422,-10.101487,-11.4829645
Are You Entertained.mp3,-80.95516,73.10321,11.367672,5.034579,0.18647109,7.1737375,-13.310166,2.87822,-8.474216,0.67318434,-4.1877713,2.5719006,-9.530889,-1.7022794,-7.043761,-3.2918153,-3.7477098,-0.8784173,-5.910048,-1.656366
"Are You Going to See the Rose in the Vase, or the Dust on the Table.mp3",-116.509575,100.079796,23.568146,23.698582,15.740818,4.7689514,-0.36655334,5.3915987,-3.8071065,6.510145,0.5364293,3.328577,-3.1716754,2.2440271,-1.0864638,0.5050548,-5.703011,3.7427616,-2.6083906,-0.29677126
Area Codes.mp3,-162.3432,63.607742,4.5148644,26.162865,10.475072,0.42250633,5.8986683,8.017235,3.797166,4.3915553,1.9558434,4.048592,2.1733909,6.888974,2.0916522,5.594588,0.0706365,5.474034,-1.9816749,0.7807276
Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack].mp3,-72.81506,84.01113,-49.306175,-2.1483233,-17.140095,-4.9892445,-7.0753493,-1.1476924,-7.234525,-3.8232982,-6.3109703,-2.460203,-3.176299,3.3761334,-5.3395963,-3.6032896,-3.138102,-3.1895378,-5.4810286,-1.2304109
Aria.mp3,-80.36611,78.680374,42.595673,27.501736,9.479483,23.698195,15.591386,18.642822,5.0824833,13.24836,5.2752223,5.5747643,6.9325786,6.802145,2.0968914,3.4090126,-3.5570579,3.817237,-3.0127368,1.9730937
Arjan Vailly (From _ANIMAL_).mp3,-65.74978,106.53147,-19.037062,-4.862636,-2.40174,-3.9432132,-8.1386595,-2.0280187,-5.4392977,5.1316104,-4.061849,1.6141539,-5.9128914,-4.799248,-7.1430497,-5.7390966,-8.671544,4.1888967,-2.8003826,4.74489
Armageddon.mp3,-67.6883,106.97395,5.0476437,29.852875,10.499008,12.149763,12.10644,1.6510781,9.862264,6.636811,-5.083657,4.056601,0.13845979,0.15627834,-6.3710876,1.520903,-1.1965873,0.22674683,-3.054988,0.51272416
Armed And Dangerous.mp3,-92.31866,76.78553,-19.71173,7.9692645,-4.3801627,-5.610353,-7.732546,-1.3957531,-11.217373,-4.6786914,-9.78331,-1.7944555,-11.717702,-9.18637,-5.5372295,-6.2724867,-12.335898,-3.09139,-8.2803955,-4.65394
Arms Around You (feat. Maluma & Swae Lee).mp3,-150.01483,145.80675,-2.1374352,16.36744,9.497555,1.8063772,1.2795622,1.1729333,-6.797578,10.808786,-4.325575,0.05671281,-1.318743,-6.187707,-5.676336,-4.791979,-9.866741,-5.738909,-7.908336,-8.647051
Around Me (feat. Don Toliver).mp3,-102.89133,119.202705,-15.678197,34.996353,4.530802,10.8558855,8.220783,5.670187,-2.7680624,4.1905236,1.5372359,-2.0491552,2.2529104,-1.3420436,-4.326087,1.3567212,-4.0205297,-1.0014704,0.13180792,1.862441
Arranca (feat. Omega).mp3,-93.19736,58.796986,-2.737768,0.75218254,-0.4221063,-7.5908656,-1.9170145,-10.761509,-3.9975889,-3.3262339,-10.553174,-7.0292907,-13.255802,-7.3637033,-12.596044,-5.4616237,-7.595874,-1.3391445,-4.2665257,-0.37307975
ARRANCARMELO.mp3,-206.09676,138.79094,15.463834,9.999018,19.940685,4.54789,8.280412,0.37573913,-10.117144,0.11789158,-9.232732,-0.50848174,-11.733703,-4.9375925,-8.74879,-4.038316,-13.556695,-8.821855,-12.90716,-7.2880936
ART.mp3,-108.12233,71.30389,26.471344,20.088547,0.41573,-6.926948,-1.0723794,-1.4274918,-4.657584,0.38327575,-10.189643,-7.78095,-10.050639,-3.444893,-10.620953,-4.9982247,-8.807775,-6.7961597,-5.202656,-4.503873
As It Was.mp3,-74.121315,104.55603,2.6772952,14.642684,6.492734,-0.9422356,-3.7555254,5.584979,-3.4732907,-1.8199967,-4.2799597,-2.2035763,-1.5826936,2.3266797,-0.422827,3.243531,3.0742826,3.2887323,-4.3551803,-3.5035057
As the World Caves In.mp3,-156.87425,73.49225,9.217136,16.910555,5.772333,4.665524,-6.990267,-9.041452,-1.274315,-7.743406,-10.07622,-5.107747,-5.5313187,-3.493,-11.450386,-8.158117,-5.696513,-10.015821,-12.554946,-10.1282835
ASAP.mp3,-205.24918,60.88401,16.58243,19.074318,4.491995,-14.131542,2.5052257,-6.7897806,-10.405447,-16.636375,-15.525039,-8.639721,-11.327099,0.35486993,-8.739601,-6.179681,-5.753091,-6.0266433,-0.19418566,2.0275419
Ascend.mp3,-96.60103,121.31928,16.508074,12.468038,10.764683,4.025097,4.0892367,-3.0951042,8.135784,2.5355325,1.6095201,2.713615,-1.3429482,7.1495934,-3.87774,3.4409523,-4.358869,-3.3124554,-6.4306884,2.8140163
Asesina - Remix.mp3,-172.93039,105.941345,-43.37442,-12.391767,-8.708958,-27.103123,-15.295359,-6.1088605,-27.764603,-9.453965,-6.856617,-7.854606,-5.788981,1.7990812,-9.480839,-7.9856653,-0.48949572,-5.1564603,-7.3527303,1.6948992
Asesina.mp3,-202.49211,93.19914,5.403359,-6.904794,-11.091522,-7.6727324,-30.80834,-17.871088,-25.255177,-3.7967935,-22.492388,-13.9106245,-7.103827,-6.8392725,-8.455421,-10.90276,-11.566459,-5.9658504,-11.431957,-0.29846427
Ashes.mp3,-149.53561,128.01004,25.305105,20.847399,12.120128,8.324074,3.6965609,1.9441447,-6.5464487,12.596772,-11.140781,3.1013649,-7.7443147,-12.904007,3.1149287,-7.0403686,-9.660223,3.3858511,-8.333455,-2.3389652
ASI ES LA VIDA.mp3,-93.47489,139.58896,26.947458,22.395454,1.3327274,4.834444,4.1070795,6.3958154,-8.478793,0.2801668,-7.9664326,-9.981567,-9.229913,-4.1938453,-0.6997828,2.7566526,-1.5956627,1.5486851,-1.4539485,-2.1149056
Asi Lo Quiso Dios.mp3,-53.13021,80.9301,-5.6993866,26.047081,0.3759887,14.0540285,-0.06963795,11.993941,5.2806606,2.650993,2.3232298,15.376762,11.116444,6.7032647,-6.021794,4.327339,5.786427,9.252098,-0.73392963,1.1314284
Asiwaju.mp3,-160.60268,100.58445,22.32965,25.274744,9.089612,7.9422164,1.4489739,6.2416277,-6.7653437,2.3441842,-6.163345,-2.453749,-3.7467105,-4.458013,-7.8097095,-2.3670747,-4.3172975,0.46387616,-3.5475745,1.6289667
Asking.mp3,-128.64563,127.691345,-14.004426,9.878211,2.3356793,-7.1399302,-10.140946,1.4684975,-9.471523,5.764546,-2.6716104,-6.202549,-5.213227,-1.7438685,-2.241895,7.149888,7.786129,-2.56143,-5.3708105,-0.78224146
Astronaut In The Ocean.mp3,-136.5819,97.63554,6.373783,19.884851,6.442973,5.8119836,0.97846603,5.1226106,-9.271606,-1.2920576,0.21417387,0.35699558,-3.967276,0.84087956,-0.3779618,0.4369108,-5.6715703,-0.06828039,-0.33483264,-0.8977821
Asylum.mp3,-207.33737,98.44741,35.260757,14.981246,-4.6990337,-2.3928123,-10.795249,-0.91675144,-2.6171806,-2.5950222,-8.170806,-5.727821,-14.5067,-10.863105,-7.9106894,-11.315001,-9.047468,-2.9972994,-6.083182,-2.6513546
At My Worst.mp3,-181.8036,96.48504,20.325542,7.463899,1.721835,-0.5288851,-5.995889,-6.169661,-12.907361,-4.0352206,-7.4619784,-7.6726046,0.8761576,-1.1931084,-5.723668,-3.3590372,-16.26246,-7.1098785,-12.638914,-7.475882
ATM.mp3,-164.95088,98.08272,3.463267,9.947814,4.7088995,-0.34145144,-0.69722795,4.5756865,-10.205532,0.4832242,-6.587822,0.5581049,4.8740845,5.830865,-1.3857499,7.105099,1.2326717,1.7585816,2.5097141,0.9640085
Atmosphere.mp3,-133.84926,71.641365,13.648163,24.994328,-0.20150332,6.1886497,-3.1299164,-1.8963332,-9.819031,-1.8747821,-11.413786,-7.045268,-11.5917425,-10.118669,-13.171952,-8.464033,-13.204902,-5.986424,-9.475674,-2.1166859
ATORRANTE - con Los Palmeras.mp3,-122.85166,108.569855,17.78439,-6.8414536,12.364056,-18.91033,-15.251799,-13.361729,-24.811789,-0.9890762,-7.653466,0.5424127,-7.6171784,-3.3050356,0.46325886,0.32577202,-3.8269248,1.7271396,-5.3801713,-5.389783
Attention.mp3,-219.7457,130.42133,42.080627,17.733358,3.4782865,5.23949,-3.0750337,-1.6193428,-3.037273,-4.824415,-4.787038,-2.3135219,-4.326552,-6.3321786,-4.9592276,-4.0288305,-6.9195857,-4.6002293,-7.077274,-8.051451
ATTITUDE (FEAT. CHARLIE WILSON & CASH COBAIN).mp3,-55.59904,92.512794,30.306791,17.800726,8.180547,16.682106,1.428839,14.312795,-2.6924913,16.106506,8.225306,11.354955,1.9723345,4.800453,2.7583637,1.8100775,2.9434197,5.690353,4.0050497,5.6553326
august.mp3,-192.07523,102.30012,23.103912,14.626299,4.624088,2.9799037,6.5274587,1.5020671,7.91425,-4.70155,-5.115392,-3.179544,-8.656824,0.9584511,-5.1622925,-2.3570688,-1.8955528,-2.7293124,-5.2560687,-0.8500358
Aullando.mp3,-162.6087,111.91629,19.55798,17.225569,11.866991,2.2999094,-10.537595,3.190655,-11.588967,-1.909265,-7.0029244,-0.7343712,-1.1277077,0.09611039,-5.544968,-0.33429044,-7.5687737,0.9859916,-5.0693855,-1.0668769
Austin (Boots Stop Workin').mp3,-134.03282,136.03928,10.45446,14.282996,10.520923,11.451328,8.700366,4.664892,0.22931102,2.2206683,-5.301142,2.133734,-4.793597,1.9547162,-4.752964,-0.10622843,-0.9366234,0.7932592,-4.01241,-2.7266781
Automotivo Bibi Fogosa.mp3,-42.993885,72.40584,-9.042474,2.9017103,-10.866727,-16.864618,-4.456491,-20.869734,-11.135186,-9.948852,-15.152032,1.5264372,-7.598747,14.631758,-2.578388,5.5220346,-8.391275,-3.7636118,-7.692574,0.22948463
Avalon.mp3,-63.139076,107.23834,23.7608,23.565805,7.066232,14.363168,4.742372,22.992577,0.14108518,14.121796,4.4416413,7.3827763,3.7858512,8.225051,3.021097,6.1773415,-0.2819635,5.49362,1.6694502,4.3432355
Axel F.mp3,-35.578377,61.90295,-16.317688,16.00538,-18.21911,6.886308,-9.513246,-1.33786,-8.457418,-2.165985,-5.5112534,-4.2321396,-5.8638797,-1.1369047,-6.51992,2.836583,-2.3888655,-0.36615425,-5.1925626,-0.5157287
Ay Vamos.mp3,-170.5925,96.91434,-17.501245,-23.003891,-12.307157,-14.042483,-9.027264,-9.929917,0.43546677,4.2192507,-0.66383034,-0.49576756,-3.3220873,2.1009429,-8.652289,-1.7863059,-10.982154,-1.4617076,-11.97613,0.5852109
Ayang.mp3,-126.557625,89.13716,-3.7998002,40.91996,-0.57849634,7.263363,3.8969557,7.225551,0.89719033,5.0097322,-4.6251216,3.067165,-5.7824025,2.0400815,-0.96368057,1.1105657,-4.23501,-0.16461246,-2.6723113,-3.2026994
Aye (feat. Travis Scott).mp3,-110.22822,83.69257,-33.461494,7.0180254,-8.503997,-0.87438285,-15.591688,-5.1108837,-5.9565964,3.3575325,-10.319759,-1.7295982,-5.348172,-3.482839,-0.99920577,1.5421714,-6.245173,-4.2766976,-4.9175954,-3.736631
Aynen.mp3,-133.19135,76.837746,-29.107319,-4.543938,-21.745737,-16.91874,2.1444519,-5.5556617,-27.435081,-2.6403432,-12.944673,-4.643478,-15.051341,-18.548647,-15.181114,-7.5983877,-8.876048,-5.0234103,-1.1796097,0.27995607
Ayy Macarena.mp3,-74.68955,75.7768,-3.4451246,10.346324,0.7665252,3.3098726,-2.5303924,2.0097404,-4.180719,2.4895544,-1.4609953,5.39214,5.2403646,-1.2326189,2.0204644,2.8839939,-8.982056,2.7836583,-0.92801565,-1.9092542
Azul.mp3,-236.14246,109.40128,-2.6049955,-7.0944734,-5.1180854,-4.2383885,-11.595078,-5.0351286,-4.4253373,0.610708,1.8525261,7.6379824,-2.5538356,10.478579,6.477998,6.2743783,-0.8843053,7.215193,-1.0243541,-2.0494025
B.O.T.A. (Baddest Of Them All) - Edit.mp3,-173.0348,120.82391,47.94166,11.008942,-17.877045,-5.799348,-11.032338,-4.9937205,-15.8606205,-3.9988258,-4.4446325,0.33534017,-13.817159,-9.366952,-5.10987,-14.155889,-16.021091,-0.80455494,-10.29216,-8.214523
Baarish Ban Jaana.mp3,-125.88656,81.55502,8.233225,9.916126,-0.06127174,-3.4725149,-7.9180284,-3.4555626,-7.7373896,-0.39939213,-4.871007,-1.5105277,-8.031159,-5.9551053,-10.150244,-3.5645611,1.3143818,0.8051703,-2.7353828,1.0903058
Baarish Ki Jaaye.mp3,-150.50784,127.00041,-35.816757,5.420052,-3.0699012,-2.5451486,-2.6628735,3.2411115,-2.3662722,3.2817428,-2.9571147,3.8520315,-1.3722751,-0.7433969,-2.8007936,1.966732,-7.3757734,-0.68095356,-5.04112,-2.6273
Baarish.mp3,-173.43398,76.6078,22.175503,16.201784,1.1733863,-9.014534,-5.363683,-9.507355,-14.409141,-4.720746,-20.67858,-7.9868345,-14.295566,-6.9957,-12.162818,-7.9708657,-7.499864,-2.6881974,-0.53463167,3.796098
Baby (Lil Baby feat. DaBaby).mp3,-101.96588,60.944115,8.449453,-3.2455776,-10.185864,5.3082213,-22.258078,-12.914223,1.9944698,-13.453243,-16.71685,5.2663035,-7.1729393,-5.6958666,-2.8157706,-2.5951378,-0.26067042,3.889029,-0.15744522,7.0591483
Baby Calm Down.mp3,-75.68963,46.2055,3.349666,19.140392,1.8052129,14.453258,5.909863,14.828495,4.2549047,7.6929936,-0.9562909,6.1291203,-0.91682947,1.5297136,-2.629405,2.2159402,-1.5993178,2.3338947,-0.5159107,0.22756684
Baby Car.mp3,-140.84953,70.60528,6.6325326,37.65279,-0.64722055,11.371544,1.3679352,2.4189048,0.3290219,5.4694366,-4.6429205,1.8530043,-1.0402569,-1.9769768,-1.5847924,0.96680087,2.8450856,9.911612,6.5095525,5.7889485
Baby Don't Hurt Me.mp3,-34.343872,86.0704,6.9199038,24.695229,10.25352,11.5168,17.784267,2.5951037,9.211676,7.234972,-4.9722624,4.3674884,-1.5395412,10.082772,6.2456365,5.4627213,-0.31941804,-5.190213,-3.5609803,4.833194
BABY HELLO.mp3,-100.33142,140.42947,-18.47895,-6.4601603,2.292264,0.38294628,4.3623967,4.513406,-5.6652513,2.5012941,-4.9564695,1.4753758,-4.2212415,-2.0086985,-5.6682115,-4.764807,-6.5473223,-4.045229,-7.9136515,-2.7525349
Baby Me Atende.mp3,-141.75166,118.10906,-7.308781,12.795823,-9.650096,-6.697536,-6.0836496,-5.6851068,-7.149813,0.9990814,-2.2901425,0.22835279,-4.8610826,-0.3156011,-1.9572761,-1.1522456,-3.4960048,3.1220024,-4.094332,-2.6656218
BABY NUEVA.mp3,-139.2273,66.89371,27.377304,19.946682,12.782302,-6.8595767,14.006805,10.886741,-29.301907,2.409926,-1.5005541,1.4193997,1.955371,0.9354632,-7.817974,9.479661,-3.7499812,-0.86936414,-0.63950795,-5.6751304
BABY OTAKU.mp3,-131.51022,46.961693,-26.027489,-3.238353,-21.940886,-8.263458,-13.11206,-6.869608,-7.0339527,-2.2978175,-9.1154175,-7.9771028,-2.3514931,-3.1540542,-7.7741194,-2.8854556,-4.000449,-3.579317,-6.633394,-2.0282052
Baby Shark.mp3,-137.84071,100.89845,-6.1391273,32.154648,3.3230524,5.7808676,4.081932,0.23892467,3.677711,0.71957606,1.0963373,0.9817569,-2.2807615,-0.23667072,-3.3959246,2.5322125,-2.197985,3.538374,3.75526,2.0471573
Baby You Are.mp3,-143.78864,60.589794,-9.506642,12.466664,11.832769,8.704505,1.5487764,0.39353877,-11.688476,0.8730088,-5.8335934,-8.603743,-12.66166,-6.2655964,-5.7499666,-2.6278892,-10.544792,-4.523636,-11.263088,-4.829602
Bachke Bachke (feat. Yarah).mp3,-172.77188,133.19774,-34.23914,-12.753028,-25.740473,-32.506603,-34.42882,-28.461393,-21.050722,-15.57926,-14.747463,-7.314215,-4.376639,-4.0471697,-8.167212,-6.236136,-5.5403643,-1.5023298,-2.9119442,-0.40290564
Bachpan Ka Pyaar.mp3,-192.23561,57.18745,-9.516556,9.158391,-17.411657,11.460801,-11.85428,-2.0428267,-6.588742,-14.429536,-8.440497,-1.7462661,0.08288413,-3.3446245,1.1960255,4.463889,7.4895267,10.613038,5.108596,-0.6855447
Back for More (with Anitta).mp3,-49.843422,28.639317,10.142176,6.1249094,0.4095119,4.442126,-8.603269,3.1729567,-9.566488,-1.2653633,-4.063072,-5.219115,-4.506563,-1.7176585,-6.7239337,-3.9318712,-6.677264,0.3617347,-3.1830537,3.4932687
Back That Azz Up.mp3,-162.45235,101.35776,12.155716,26.584127,23.47884,12.18648,-4.814513,4.6385016,2.1768384,8.451148,0.22069764,5.301289,1.2943923,4.6054006,4.715716,5.7409997,3.736916,4.735079,2.1906843,3.4197106
Back Then Right Now.mp3,-66.68079,103.62181,2.072869,29.47106,-0.782411,16.814894,-5.9944806,0.34963357,-4.099506,-1.9549499,-7.244803,-1.054511,-8.782655,-3.1297863,-8.93865,-1.6058885,-8.938345,-5.4909387,-3.2696772,-3.6923058
BACK TO ME.mp3,-77.5551,68.800644,12.619731,28.276346,6.475971,15.236207,3.2894766,13.324819,0.2010464,7.802655,1.077502,2.4859166,-1.8757343,3.8565376,-2.6154346,3.0944664,-2.2655551,-0.612537,-2.8832302,3.402484
Bad (feat. Vassy) - Radio Edit.mp3,-97.74979,94.65849,-10.51426,14.571739,-0.97125375,12.172495,-3.4915874,-0.24607873,6.5273557,-1.7168454,0.58687526,1.0237833,-1.0640076,-0.48865724,-3.0307972,5.414231,-2.6865337,-2.4232035,-8.764078,-0.59944487
Bad and Boujee (feat. Lil Uzi Vert).mp3,-117.48843,97.492,4.243039,9.169023,8.459876,-4.2384715,-0.5720578,-1.8975928,-8.284571,-2.3005075,-6.0151668,-5.1784215,-3.0237772,0.9161472,-8.240075,-2.597286,-10.678652,-1.0565153,-3.0465474,-5.3462086
Bad At Love.mp3,-95.97067,98.12956,17.573355,16.593533,14.449051,4.174533,6.0917125,7.5612445,2.9805005,5.748247,4.241069,4.5355287,-1.8966477,2.2971938,-4.486978,-1.3695246,1.3144002,3.4254358,-2.0797596,4.8317842
Bad Boy (with Young Thug).mp3,-53.300274,88.75651,8.097629,30.38063,7.2878847,12.100961,1.9867456,13.352805,-4.1085234,9.582031,3.4185016,11.968428,1.5689148,6.6441374,4.4814324,5.2085752,-1.7435896,5.3232074,2.2015376,7.91469
Bad boy.mp3,-188.69272,123.432274,24.92887,16.558939,11.350727,-3.0883632,-2.5441608,-3.017423,-7.674443,5.4128485,-4.2044888,6.0239997,0.9654297,1.2563647,-0.20012955,-0.19605942,1.8378353,-2.9309695,-5.9115562,-1.1582177
Bad Decisions (with BTS & Snoop Dogg).mp3,-68.88787,73.28319,14.434067,9.17109,5.929174,2.9510393,0.037343312,4.434254,-3.0827122,4.9603896,-2.2518654,0.34518176,-4.3688483,1.5191528,-4.020115,-0.8811589,-5.397386,-1.7706419,-5.54099,-0.6910015
Bad Feeling (Oompa Loompa).mp3,-86.97685,72.66718,-2.8973048,14.478854,1.1340003,10.117579,-5.295537,3.6271157,-3.65909,4.5566106,-3.8320873,-2.6264887,-2.4617186,1.5383911,-2.0509064,0.18136531,-5.503814,2.8939612,-1.135714,2.3875864
bad guy.mp3,-255.48389,139.96259,58.898655,51.767246,33.88118,24.158394,20.915657,8.89024,11.170405,7.7690973,4.6269007,3.1423426,4.259418,8.722436,1.9353466,2.8223438,-0.7619177,0.9870063,-0.8851351,-3.5483549
Bad Habit.mp3,-71.02392,108.090416,3.0286212,20.136555,8.73215,1.718967,3.492872,1.9899211,-5.971788,3.2255163,-3.5169168,0.57481337,-1.792949,3.9749556,-1.1616628,-1.893035,-8.47886,1.2487081,-3.874245,0.28355983
Bad Habits.mp3,-133.97076,107.196144,1.5756801,20.815758,-5.5872426,-1.0789291,-9.80126,-7.977837,-15.020221,-4.140825,-12.664308,-4.9208026,-11.643099,-7.5368266,-9.275128,-6.2564573,-8.37792,-3.1262877,-10.671917,-4.878037
Bad Romance.mp3,-37.57987,53.75037,-22.313477,-0.57707435,-10.406759,5.1870494,0.54627675,-0.6567987,-12.955272,3.1222866,-6.407736,-1.070723,-5.794046,-1.3797675,-8.458253,-5.683272,-6.87404,-4.5270033,-8.340902,-0.5331383
